Kabarondo Health Center | Kayonza,39622 ,,
Ruramira Health Center | Kayonza,39622 ,,
Cyarubare Health Center | Kayonza,39622 ,,
Rutare Health Center | Kayonza,39622 ,,
Nyamirama Health Center | Kayonza,39622 ,,
Karama Health Center | Kayonza,39622 ,,
Nasho Health Center | Kirehe,32998 ,,
Mushikiri Dispensary | Kirehe,32998 ,,
Gashongora Health Center | Kirehe,32998 ,,
Gahara Health Center | Kirehe,32998 ,,
Musaza Health Center | Kirehe,32998 ,,
Bukora Health Center | Kirehe,32998 ,,
Kabuye (Kirehe) Dispensary | Kirehe,32998 ,,
Ntaruka Health Center | Kirehe,32998 ,,
Nyabitare Health Center | Kirehe,32998 ,,
,,,
